day,population,activities,time,time_in_minutes
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Collecting,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Computing,01:15,75
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Games,01:31,91
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Media,02:52,172
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Reading,01:16,76
Year 2014_Sunday,Two or more adults and at least one child (<18 years)," TV, video and dvd",02:40,160
Year 2014_Sunday,Two or more adults and at least one child (<18 years)," Listening to radio, music",01:03,63
Year 2014_Sunday,Two or more adults and at least one child (<18 years),Travel,01:25,85
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to eating,00:37,37
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel to/from work,01:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to study,,
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to household care,00:48,48
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to voluntary work and meetings ,00:39,39
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to social life,01:13,73
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to sports,01:01,61
Year 2014_Sunday,Two or more adults and at least one child (<18 years), Travel related to changing locality,01:00,60
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Personal care,13:36,816
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Sleep,10:27,627
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Eating,02:14,134
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Other personal care,00:57,57
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Employment,04:43,283
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Main job,04:45,285
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Job seeking,02:50,170
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Second job,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Study,02:45,165
Year 2014_Sunday,"Two or more adults, no children (<18 years)", School or university,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Homework,03:58,238
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Free time study,00:50,50
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Household and family care,03:03,183
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Food management,01:26,86
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Household upkeep,00:51,51
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Making and care for textiles,00:58,58
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Gardening and pet care,01:34,94
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Construction and repairs,01:33,93
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Shopping and services (excluding online services),00:54,54
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Household management (excluding online services),01:02,62
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Childcare (less than 17 years) ,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Help to an adult household member ,01:20,80
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Voluntary work and meetings,01:38,98
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Organisational work ,02:08,128
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Informal help to other households,02:03,123
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Participatory activities,01:16,76
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Social life and entertainment  ,01:55,115
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Sociability,01:01,61
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Visiting and receiving visitors,01:40,100
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Culture,02:15,135
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Entertainment ,01:53,113
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Resting — Time out,00:35,35
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Sports and outdoor activities ,02:18,138
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Sports,02:19,139
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Outdoor activities ,01:50,110
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Hobbies and games,01:44,104
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Arts,01:22,82
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Collecting,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Computing,01:28,88
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Games,01:51,111
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Media,03:28,208
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Reading,01:02,62
Year 2014_Sunday,"Two or more adults, no children (<18 years)"," TV, video and dvd",03:19,199
Year 2014_Sunday,"Two or more adults, no children (<18 years)"," Listening to radio, music",00:32,32
Year 2014_Sunday,"Two or more adults, no children (<18 years)",Travel,01:27,87
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to eating,00:50,50
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel to/from work,00:41,41
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to study,,
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to household care,00:42,42
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to voluntary work and meetings ,01:09,69
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to social life,01:06,66
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to sports,00:48,48
Year 2014_Sunday,"Two or more adults, no children (<18 years)", Travel related to changing locality,01:55,115
Year 2014_Sunday,Population in employment,Personal care,13:14,794
Year 2014_Sunday,Population in employment,Sleep,10:08,608
Year 2014_Sunday,Population in employment,Eating,02:12,132
Year 2014_Sunday,Population in employment,Other personal care,00:56,56
Year 2014_Sunday,Population in employment,Employment,05:07,307
Year 2014_Sunday,Population in employment, Main job,05:08,308
Year 2014_Sunday,Population in employment, Job seeking,,
Year 2014_Sunday,Population in employment, Second job,04:18,258
Year 2014_Sunday,Population in employment,Study,01:13,73
Year 2014_Sunday,Population in employment, School or university,,
Year 2014_Sunday,Population in employment, Homework,01:18,78
Year 2014_Sunday,Population in employment, Free time study,01:08,68
Year 2014_Sunday,Population in employment,Household and family care,03:17,197
Year 2014_Sunday,Population in employment, Food management,01:18,78
Year 2014_Sunday,Population in employment, Household upkeep,00:55,55
Year 2014_Sunday,Population in employment, Making and care for textiles,00:59,59
Year 2014_Sunday,Population in employment, Gardening and pet care,01:27,87
Year 2014_Sunday,Population in employment, Construction and repairs,01:58,118
Year 2014_Sunday,Population in employment, Shopping and services (excluding online services),00:48,48
Year 2014_Sunday,Population in employment, Household management (excluding online services),01:01,61
Year 2014_Sunday,Population in employment, Childcare (less than 17 years) ,02:00,120
Year 2014_Sunday,Population in employment, Help to an adult household member ,01:02,62
Year 2014_Sunday,Population in employment,Voluntary work and meetings,01:26,86
Year 2014_Sunday,Population in employment, Organisational work ,02:03,123
Year 2014_Sunday,Population in employment, Informal help to other households,01:52,112
Year 2014_Sunday,Population in employment,Participatory activities,01:07,67
Year 2014_Sunday,Population in employment,Social life and entertainment  ,02:04,124
Year 2014_Sunday,Population in employment, Sociability,00:56,56
Year 2014_Sunday,Population in employment, Visiting and receiving visitors,01:46,106
Year 2014_Sunday,Population in employment, Culture,02:07,127
Year 2014_Sunday,Population in employment, Entertainment ,02:14,134
Year 2014_Sunday,Population in employment, Resting — Time out,00:30,30
Year 2014_Sunday,Population in employment,Sports and outdoor activities ,02:15,135
Year 2014_Sunday,Population in employment, Sports,02:12,132
Year 2014_Sunday,Population in employment,Outdoor activities ,03:49,229
Year 2014_Sunday,Population in employment,Hobbies and games,01:43,103
Year 2014_Sunday,Population in employment, Arts,01:43,103
Year 2014_Sunday,Population in employment, Collecting,,
Year 2014_Sunday,Population in employment, Computing,01:25,85
Year 2014_Sunday,Population in employment, Games,01:46,106
Year 2014_Sunday,Population in employment,Media,03:05,185
Year 2014_Sunday,Population in employment, Reading,01:11,71
Year 2014_Sunday,Population in employment," TV, video and dvd",02:51,171
Year 2014_Sunday,Population in employment," Listening to radio, music",00:32,32
Year 2014_Sunday,Population in employment,Travel,01:27,87
Year 2014_Sunday,Population in employment, Travel related to eating,00:42,42
Year 2014_Sunday,Population in employment, Travel to/from work,00:52,52
Year 2014_Sunday,Population in employment, Travel related to study,00:40,40
Year 2014_Sunday,Population in employment, Travel related to household care,00:45,45
Year 2014_Sunday,Population in employment, Travel related to voluntary work and meetings ,00:48,48
Year 2014_Sunday,Population in employment, Travel related to social life,01:10,70
Year 2014_Sunday,Population in employment, Travel related to sports,00:53,53
Year 2014_Sunday,Population in employment, Travel related to changing locality,02:20,140
Year 2014_Sunday,Retired,Personal care,12:49,769
Year 2014_Sunday,Retired,Sleep,09:38,578
Year 2014_Sunday,Retired,Eating,02:18,138
Year 2014_Sunday,Retired,Other personal care,00:53,53
Year 2014_Sunday,Retired,Employment,,
Year 2014_Sunday,Retired, Main job,,
Year 2014_Sunday,Retired, Job seeking,,
Year 2014_Sunday,Retired, Second job,,
Year 2014_Sunday,Retired,Study,,
Year 2014_Sunday,Retired, School or university,,
Year 2014_Sunday,Retired, Homework,,
Year 2014_Sunday,Retired, Free time study,,
Year 2014_Sunday,Retired,Household and family care,02:24,144
Year 2014_Sunday,Retired, Food management,01:10,70
Year 2014_Sunday,Retired, Household upkeep,00:52,52
Year 2014_Sunday,Retired, Making and care for textiles,00:49,49
Year 2014_Sunday,Retired, Gardening and pet care,01:11,71
Year 2014_Sunday,Retired, Construction and repairs,01:03,63
Year 2014_Sunday,Retired, Shopping and services (excluding online services),00:55,55
Year 2014_Sunday,Retired, Household management (excluding online services),01:10,70
Year 2014_Sunday,Retired, Childcare (less than 17 years) ,01:13,73
Year 2014_Sunday,Retired, Help to an adult household member ,,
Year 2014_Sunday,Retired,Voluntary work and meetings,01:42,102
Year 2014_Sunday,Retired, Organisational work ,03:31,211
Year 2014_Sunday,Retired, Informal help to other households,01:28,88
Year 2014_Sunday,Retired,Participatory activities,01:21,81
Year 2014_Sunday,Retired,Social life and entertainment  ,02:17,137
Year 2014_Sunday,Retired, Sociability,00:54,54
Year 2014_Sunday,Retired, Visiting and receiving visitors,02:25,145
Year 2014_Sunday,Retired, Culture,03:01,181
Year 2014_Sunday,Retired, Entertainment ,02:01,121
Year 2014_Sunday,Retired, Resting — Time out,00:46,46
Year 2014_Sunday,Retired,Sports and outdoor activities ,01:54,114
Year 2014_Sunday,Retired, Sports,01:52,112
Year 2014_Sunday,Retired,Outdoor activities ,05:50,350
Year 2014_Sunday,Retired,Hobbies and games,01:43,103
Year 2014_Sunday,Retired, Arts,00:46,46
Year 2014_Sunday,Retired, Collecting,,
Year 2014_Sunday,Retired, Computing,01:45,105
Year 2014_Sunday,Retired, Games,01:01,61
Year 2014_Sunday,Retired,Media,04:14,254
Year 2014_Sunday,Retired, Reading,01:23,83
Year 2014_Sunday,Retired," TV, video and dvd",03:35,215
Year 2014_Sunday,Retired," Listening to radio, music",00:25,25
Year 2014_Sunday,Retired,Travel,01:34,94
Year 2014_Sunday,Retired, Travel related to eating,01:09,69
Year 2014_Sunday,Retired, Travel to/from work,,
Year 2014_Sunday,Retired, Travel related to study,,
Year 2014_Sunday,Retired, Travel related to household care,01:00,60
Year 2014_Sunday,Retired, Travel related to voluntary work and meetings ,00:56,56
Year 2014_Sunday,Retired, Travel related to social life,01:09,69
Year 2014_Sunday,Retired, Travel related to sports,00:41,41
Year 2014_Sunday,Retired, Travel related to changing locality,01:00,60
Year 2014_Sunday,Employed in own household,Personal care,12:43,763
Year 2014_Sunday,Employed in own household,Sleep,09:26,566
Year 2014_Sunday,Employed in own household,Eating,02:11,131
Year 2014_Sunday,Employed in own household,Other personal care,01:06,66
Year 2014_Sunday,Employed in own household,Employment,01:40,100
Year 2014_Sunday,Employed in own household, Main job,,
Year 2014_Sunday,Employed in own household, Job seeking,,
Year 2014_Sunday,Employed in own household, Second job,01:40,100
Year 2014_Sunday,Employed in own household,Study,00:10,10
Year 2014_Sunday,Employed in own household, School or university,,
Year 2014_Sunday,Employed in own household, Homework,,
Year 2014_Sunday,Employed in own household, Free time study,00:10,10
Year 2014_Sunday,Employed in own household,Household and family care,04:48,288
Year 2014_Sunday,Employed in own household, Food management,01:53,113
Year 2014_Sunday,Employed in own household, Household upkeep,00:58,58
Year 2014_Sunday,Employed in own household, Making and care for textiles,01:13,73
Year 2014_Sunday,Employed in own household, Gardening and pet care,01:50,110
Year 2014_Sunday,Employed in own household, Construction and repairs,,
Year 2014_Sunday,Employed in own household, Shopping and services (excluding online services),01:27,87
Year 2014_Sunday,Employed in own household, Household management (excluding online services),00:49,49
Year 2014_Sunday,Employed in own household, Childcare (less than 17 years) ,02:04,124
Year 2014_Sunday,Employed in own household, Help to an adult household member ,00:20,20
Year 2014_Sunday,Employed in own household,Voluntary work and meetings,01:17,77
Year 2014_Sunday,Employed in own household, Organisational work ,02:12,132
Year 2014_Sunday,Employed in own household, Informal help to other households,00:38,38
Year 2014_Sunday,Employed in own household,Participatory activities,01:43,103
Year 2014_Sunday,Employed in own household,Social life and entertainment  ,01:49,109
Year 2014_Sunday,Employed in own household, Sociability,00:55,55
Year 2014_Sunday,Employed in own household, Visiting and receiving visitors,01:33,93
Year 2014_Sunday,Employed in own household, Culture,02:20,140
Year 2014_Sunday,Employed in own household, Entertainment ,01:37,97
Year 2014_Sunday,Employed in own household, Resting — Time out,00:47,47
Year 2014_Sunday,Employed in own household,Sports and outdoor activities ,01:51,111
Year 2014_Sunday,Employed in own household, Sports,01:50,110
Year 2014_Sunday,Employed in own household,Outdoor activities ,01:10,70
Year 2014_Sunday,Employed in own household,Hobbies and games,01:16,76
Year 2014_Sunday,Employed in own household, Arts,02:40,160
Year 2014_Sunday,Employed in own household, Collecting,,
